entidad	nom_ent	mun	nom_mun	pobtot	pobfem	pob0_14	pob15_64	pob65_mas
20	Oaxaca	301	San Pedro Apóstol	1594	847	381	966	247
20	Oaxaca	302	San Pedro Atoyac	4559	2446	1584	2638	337
20	Oaxaca	303	San Pedro Cajonos	1081	586	271	618	192
20	Oaxaca	304	San Pedro Coxcaltepec Cántaros	716	382	179	382	155
20	Oaxaca	305	San Pedro Comitancillo	4333	2268	952	2770	611
20	Oaxaca	306	San Pedro el Alto	4654	2398	1694	2647	313
20	Oaxaca	307	San Pedro Huamelula	9735	4933	2601	6004	1130
20	Oaxaca	308	San Pedro Huilotepec	3307	1684	944	2099	264
20	Oaxaca	309	San Pedro Ixcatlán	10368	5392	3543	5875	950
20	Oaxaca	310	San Pedro Ixtlahuaca	14552	7434	4521	9335	693
20	Oaxaca	311	San Pedro Jaltepetongo	483	252	126	240	117
20	Oaxaca	312	San Pedro Jicayán	11279	6007	3843	6305	1096
20	Oaxaca	313	San Pedro Jocotipac	730	389	133	423	174
20	Oaxaca	314	San Pedro Juchatengo	1755	913	429	1149	177
20	Oaxaca	315	San Pedro Mártir	1899	1032	546	1094	259
20	Oaxaca	316	San Pedro Mártir Quiechapa	738	392	163	477	98
20	Oaxaca	317	San Pedro Mártir Yucuxaco	1257	658	308	770	179
20	Oaxaca	318	San Pedro Mixtepec	49780	25772	13807	32817	3151
20	Oaxaca	319	San Pedro Mixtepec	972	504	256	555	161
20	Oaxaca	320	San Pedro Molinos	706	367	180	398	128
20	Oaxaca	321	San Pedro Nopala	751	393	226	402	123
20	Oaxaca	322	San Pedro Ocopetatillo	786	438	212	439	135
20	Oaxaca	323	San Pedro Ocotepec	2404	1208	706	1460	238
20	Oaxaca	324	San Pedro Pochutla	48204	24685	14206	30330	3668
20	Oaxaca	325	San Pedro Quiatoni	11930	6149	3504	7468	958
20	Oaxaca	326	San Pedro Sochiápam	5052	2614	1796	2788	468
20	Oaxaca	327	San Pedro Tapanatepec	15479	7865	4405	9312	1762
20	Oaxaca	328	San Pedro Taviche	1441	750	464	883	94
20	Oaxaca	329	San Pedro Teozacoalco	1153	578	308	678	167
20	Oaxaca	330	San Pedro Teutila	4296	2196	1261	2587	447
20	Oaxaca	331	San Pedro Tidaá	982	531	262	495	225
20	Oaxaca	332	San Pedro Topiltepec	373	190	70	197	106
20	Oaxaca	333	San Pedro Totolápam	3294	1657	798	2103	391
20	Oaxaca	334	Villa de Tututepec	50541	26008	14357	31785	4390
20	Oaxaca	335	San Pedro Yaneri	867	449	248	542	77
20	Oaxaca	336	San Pedro Yólox	1697	878	418	1029	250
20	Oaxaca	337	San Pedro y San Pablo Ayutla	5616	3083	1733	3131	752
20	Oaxaca	338	Villa de Etla	10361	5369	2563	6934	864
20	Oaxaca	339	San Pedro y San Pablo Teposcolula	4353	2299	1125	2717	511
20	Oaxaca	340	San Pedro y San Pablo Tequixtepec	1747	947	340	933	474
20	Oaxaca	341	San Pedro Yucunama	241	132	53	152	36
20	Oaxaca	342	San Raymundo Jalpan	4105	2186	1044	2816	245
20	Oaxaca	343	San Sebastián Abasolo	1999	1051	436	1265	298
20	Oaxaca	344	San Sebastián Coatlán	2809	1450	890	1648	271
20	Oaxaca	345	San Sebastián Ixcapa	4188	2154	1198	2498	492
20	Oaxaca	346	San Sebastián Nicananduta	1542	838	423	874	245
20	Oaxaca	347	San Sebastián Río Hondo	4202	2102	1209	2625	351
20	Oaxaca	348	San Sebastián Tecomaxtlahuaca	8192	4283	2173	4918	1101
20	Oaxaca	349	San Sebastián Teitipac	2189	1182	526	1358	305
20	Oaxaca	350	San Sebastián Tutla	16878	9172	3396	12273	1194
20	Oaxaca	351	San Simón Almolongas	2802	1469	767	1639	396
20	Oaxaca	352	San Simón Zahuatlán	4940	2471	1985	2725	230
20	Oaxaca	353	Santa Ana	2406	1218	723	1431	252
20	Oaxaca	354	Santa Ana Ateixtlahuaca	477	239	118	274	85
20	Oaxaca	355	Santa Ana Cuauhtémoc	681	339	176	384	121
20	Oaxaca	356	Santa Ana del Valle	2179	1103	530	1342	307
20	Oaxaca	357	Santa Ana Tavela	848	439	147	529	172
20	Oaxaca	358	Santa Ana Tlapacoyan	1958	1033	461	1110	387
20	Oaxaca	359	Santa Ana Yareni	637	356	104	370	163
20	Oaxaca	360	Santa Ana Zegache	3981	2118	993	2457	531
20	Oaxaca	361	Santa Catalina Quierí	825	459	209	489	127
20	Oaxaca	362	Santa Catarina Cuixtla	1495	820	342	850	303
20	Oaxaca	363	Santa Catarina Ixtepeji	2675	1413	626	1707	342
20	Oaxaca	364	Santa Catarina Juquila	18654	9673	5994	11409	1251
20	Oaxaca	365	Santa Catarina Lachatao	1059	574	244	625	190
20	Oaxaca	366	Santa Catarina Loxicha	3676	1947	1341	2020	315
20	Oaxaca	367	Santa Catarina Mechoacán	4582	2344	1245	2943	394
20	Oaxaca	368	Santa Catarina Minas	2067	1039	544	1280	243
20	Oaxaca	369	Santa Catarina Quiané	2193	1124	553	1377	263
20	Oaxaca	370	Santa Catarina Tayata	662	346	155	399	108
20	Oaxaca	371	Santa Catarina Ticuá	986	558	233	530	223
20	Oaxaca	372	Santa Catarina Yosonotú	1316	725	279	725	312
20	Oaxaca	373	Santa Catarina Zapoquila	403	202	96	223	84
20	Oaxaca	374	Santa Cruz Acatepec	1645	872	569	930	146
20	Oaxaca	375	Santa Cruz Amilpas	13200	7010	3257	9239	695
20	Oaxaca	376	Santa Cruz de Bravo	365	195	97	191	77
20	Oaxaca	377	Santa Cruz Itundujia	10860	5680	3353	6374	1133
20	Oaxaca	378	Santa Cruz Mixtepec	3720	1928	1068	2242	410
20	Oaxaca	379	Santa Cruz Nundaco	2951	1624	950	1684	317
20	Oaxaca	380	Santa Cruz Papalutla	2242	1148	558	1392	292
20	Oaxaca	381	Santa Cruz Tacache de Mina	2940	1552	882	1692	366
20	Oaxaca	382	Santa Cruz Tacahua	1182	621	300	686	196
20	Oaxaca	383	Santa Cruz Tayata	595	302	158	350	87
20	Oaxaca	384	Santa Cruz Xitla	4794	2513	1472	2843	479
20	Oaxaca	385	Santa Cruz Xoxocotlán	100402	53386	24475	69123	6324
20	Oaxaca	386	Santa Cruz Zenzontepec	19079	9836	6607	11295	1177
20	Oaxaca	387	Santa Gertrudis	2891	1505	696	1776	419
20	Oaxaca	388	Santa Inés del Monte	2809	1419	946	1669	194
20	Oaxaca	389	Santa Inés Yatzeche	908	486	159	600	149
20	Oaxaca	390	Santa Lucía del Camino	50362	26191	11003	35033	4050
20	Oaxaca	391	Santa Lucía Miahuatlán	3375	1728	1215	1923	237
20	Oaxaca	392	Santa Lucía Monteverde	6726	3494	1969	3893	861
20	Oaxaca	393	Santa Lucía Ocotlán	4173	2202	1128	2679	366
20	Oaxaca	394	Santa María Alotepec	2796	1443	684	1762	350
20	Oaxaca	395	Santa María Apazco	1629	889	415	822	392
20	Oaxaca	396	Santa María la Asunción	3259	1827	993	1833	433
20	Oaxaca	397	Heroica Ciudad de Tlaxiaco	40123	21521	11563	25452	3106
20	Oaxaca	398	Ayoquezco de Aldama	4874	2514	1193	2961	720
20	Oaxaca	399	Santa María Atzompa	41921	21973	11137	28533	2152
20	Oaxaca	400	Santa María Camotlán	1713	892	439	974	300
20	Oaxaca	401	Santa María Colotepec	27046	13805	8154	17230	1644
20	Oaxaca	402	Santa María Cortijo	1067	549	327	634	106
20	Oaxaca	403	Santa María Coyotepec	3751	1983	967	2513	246
20	Oaxaca	404	Santa María Chachoápam	761	394	149	463	149
20	Oaxaca	405	Villa de Chilapa de Díaz	1815	986	466	1063	286
20	Oaxaca	406	Santa María Chilchotla	21469	11096	7018	12268	2183
20	Oaxaca	407	Santa María Chimalapa	9578	4788	2479	4458	612
20	Oaxaca	408	Santa María del Rosario	499	253	139	287	73
20	Oaxaca	409	Santa María del Tule	8939	4800	1953	6101	856
20	Oaxaca	410	Santa María Ecatepec	3418	1684	1064	1925	429
20	Oaxaca	411	Santa María Guelacé	908	479	198	605	105
20	Oaxaca	412	Santa María Guienagati	3178	1624	1033	1881	264
20	Oaxaca	413	Santa María Huatulco	50862	26008	13441	34824	2564
20	Oaxaca	414	Santa María Huazolotitlán	11995	6105	3339	7391	1265
20	Oaxaca	415	Santa María Ipalapa	4878	2576	1531	2821	526
20	Oaxaca	416	Santa María Ixcatlán	461	237	78	272	111
20	Oaxaca	417	Santa María Jacatepec	9682	5094	2791	5916	975
20	Oaxaca	418	Santa María Jalapa del Marqués	11735	6075	2919	7411	1387
20	Oaxaca	419	Santa María Jaltianguis	592	314	146	350	96
20	Oaxaca	420	Santa María Lachixío	1679	919	531	1040	108
20	Oaxaca	421	Santa María Mixtequilla	4690	2412	1139	3018	533
20	Oaxaca	422	Santa María Nativitas	603	327	138	352	113
20	Oaxaca	423	Santa María Nduayaco	453	234	78	250	125
20	Oaxaca	424	Santa María Ozolotepec	3793	1958	1234	2191	368
20	Oaxaca	425	Santa María Pápalo	2058	1030	540	1312	206
20	Oaxaca	426	Santa María Peñoles	8967	4644	3119	5032	816
20	Oaxaca	427	Santa María Petapa	16706	8626	3956	9610	1477
20	Oaxaca	428	Santa María Quiegolani	2224	1090	798	1251	175
20	Oaxaca	429	Santa María Sola	1516	780	388	883	245
20	Oaxaca	430	Santa María Tataltepec	317	163	59	194	64
20	Oaxaca	431	Santa María Tecomavaca	1830	939	477	1150	203
20	Oaxaca	432	Santa María Temaxcalapa	903	460	174	593	136
20	Oaxaca	433	Santa María Temaxcaltepec	2694	1472	1066	1483	145
20	Oaxaca	434	Santa María Teopoxco	3985	2195	1397	2095	493
20	Oaxaca	435	Santa María Tepantlali	3576	1839	1138	2134	304
20	Oaxaca	436	Santa María Texcatitlán	896	464	251	490	155
20	Oaxaca	437	Santa María Tlahuitoltepec	9653	5078	2931	5747	975
20	Oaxaca	438	Santa María Tlalixtac	1839	915	620	1054	165
20	Oaxaca	439	Santa María Tonameca	25347	12983	8032	15610	1705
20	Oaxaca	440	Santa María Totolapilla	812	416	171	491	150
20	Oaxaca	441	Santa María Xadani	9234	4674	3171	5522	533
20	Oaxaca	442	Santa María Yalina	250	138	56	151	43
20	Oaxaca	443	Santa María Yavesía	434	235	104	250	80
20	Oaxaca	444	Santa María Yolotepec	481	255	147	266	68
20	Oaxaca	445	Santa María Yosoyúa	1699	886	468	1073	158
20	Oaxaca	446	Santa María Yucuhiti	6008	3158	1568	3501	939
20	Oaxaca	447	Santa María Zacatepec	17100	8954	5252	10266	1582
20	Oaxaca	448	Santa María Zaniza	2469	1279	1030	1316	123
20	Oaxaca	449	Santa María Zoquitlán	3294	1664	852	1940	501
20	Oaxaca	450	Santiago Amoltepec	13855	7070	5905	7332	618
20	Oaxaca	451	Santiago Apoala	1019	550	267	487	265
20	Oaxaca	452	Santiago Apóstol	4421	2415	1080	2764	577
20	Oaxaca	453	Santiago Astata	3918	1970	1030	2428	460
20	Oaxaca	454	Santiago Atitlán	3556	1773	985	2251	320
20	Oaxaca	455	Santiago Ayuquililla	2904	1497	957	1611	336
20	Oaxaca	456	Santiago Cacaloxtepec	1667	865	422	1000	245
20	Oaxaca	457	Santiago Camotlán	3346	1715	888	2188	270
20	Oaxaca	458	Santiago Comaltepec	1157	617	292	635	230
20	Oaxaca	459	Villa de Santiago Chazumba	4877	2581	1148	2728	1001
20	Oaxaca	460	Santiago Choápam	5242	2751	1604	3102	518
20	Oaxaca	461	Santiago del Río	527	276	113	259	155
20	Oaxaca	462	Santiago Huajolotitlán	4600	2387	1170	2879	551
20	Oaxaca	463	Santiago Huauclilla	525	280	86	280	159
20	Oaxaca	464	Santiago Ihuitlán Plumas	341	186	90	178	73
20	Oaxaca	465	Santiago Ixcuintepec	1636	861	554	951	131
20	Oaxaca	466	Santiago Ixtayutla	13880	7329	4948	8222	710
20	Oaxaca	467	Santiago Jamiltepec	19112	9953	5546	11686	1880
20	Oaxaca	468	Santiago Jocotepec	14198	7335	5051	8054	1093
20	Oaxaca	469	Santiago Juxtlahuaca	34735	18208	11944	19750	3037
20	Oaxaca	470	Santiago Lachiguiri	4394	2259	1024	2800	570
20	Oaxaca	471	Santiago Lalopa	431	228	90	290	51
20	Oaxaca	472	Santiago Laollaga	3361	1732	779	2084	498
20	Oaxaca	473	Santiago Laxopa	1291	696	334	787	170
20	Oaxaca	474	Santiago Llano Grande	3440	1724	989	1990	461
20	Oaxaca	475	Santiago Matatlán	10175	5461	2698	6421	1056
20	Oaxaca	476	Santiago Miltepec	421	211	106	248	67
20	Oaxaca	477	Santiago Minas	1327	675	349	836	142
20	Oaxaca	478	Santiago Nacaltepec	1599	864	358	809	432
20	Oaxaca	479	Santiago Nejapilla	174	90	25	98	51
20	Oaxaca	480	Santiago Nundiche	1351	707	322	845	184
20	Oaxaca	481	Santiago Nuyoó	1898	988	500	1032	366
20	Oaxaca	482	Santiago Pinotepa Nacional	55840	28626	16127	35350	4355
20	Oaxaca	483	Santiago Suchilquitongo	10886	5642	2754	7182	950
20	Oaxaca	484	Santiago Tamazola	4458	2356	1392	2505	561
20	Oaxaca	485	Santiago Tapextla	3134	1552	1152	1658	324
20	Oaxaca	486	Villa Tejúpam de la Unión	2419	1259	613	1499	307
20	Oaxaca	487	Santiago Tenango	1966	997	540	1208	218
20	Oaxaca	488	Santiago Tepetlapa	130	78	32	70	28
20	Oaxaca	489	Santiago Tetepec	4909	2531	1527	2924	458
20	Oaxaca	490	Santiago Texcalcingo	2974	1569	966	1754	254
20	Oaxaca	491	Santiago Textitlán	4930	2510	1850	2810	270
20	Oaxaca	492	Santiago Tilantongo	2764	1490	774	1458	532
20	Oaxaca	493	Santiago Tillo	545	286	127	325	93
20	Oaxaca	494	Santiago Tlazoyaltepec	6300	3394	2130	3582	588
20	Oaxaca	495	Santiago Xanica	3029	1491	1037	1732	260
20	Oaxaca	496	Santiago Xiacuí	1893	987	472	1186	235
20	Oaxaca	497	Santiago Yaitepec	4233	2327	1512	2384	337
20	Oaxaca	498	Santiago Yaveo	7593	3806	2297	4597	697
20	Oaxaca	499	Santiago Yolomécatl	1922	1038	472	1203	247
20	Oaxaca	500	Santiago Yosondúa	7991	4238	2384	4489	1118
20	Oaxaca	501	Santiago Yucuyachi	998	505	225	522	251
20	Oaxaca	502	Santiago Zacatepec	5089	2610	1595	2885	609
20	Oaxaca	503	Santiago Zoochila	425	219	92	256	77
20	Oaxaca	504	Nuevo Zoquiápam	1590	828	470	956	164
20	Oaxaca	505	Santo Domingo Ingenio	7681	3916	1751	4794	1136
20	Oaxaca	506	Santo Domingo Albarradas	798	421	179	494	125
20	Oaxaca	507	Santo Domingo Armenta	3155	1573	1023	1780	351
20	Oaxaca	508	Santo Domingo Chihuitán	1618	825	358	985	275
20	Oaxaca	509	Santo Domingo de Morelos	11384	5914	4254	6508	622
20	Oaxaca	510	Santo Domingo Ixcatlán	760	415	205	440	115
20	Oaxaca	511	Santo Domingo Nuxaá	3335	1709	1128	1810	397
20	Oaxaca	512	Santo Domingo Ozolotepec	1101	576	372	606	123
20	Oaxaca	513	Santo Domingo Petapa	9027	4525	2688	5443	896
20	Oaxaca	514	Santo Domingo Roayaga	941	491	290	565	86
20	Oaxaca	515	Santo Domingo Tehuantepec	67739	34914	17244	44443	6002
20	Oaxaca	516	Santo Domingo Teojomulco	5260	2684	1752	3094	414
20	Oaxaca	517	Santo Domingo Tepuxtepec	6029	3233	1960	3511	558
20	Oaxaca	518	Santo Domingo Tlatayápam	113	61	21	64	28
20	Oaxaca	519	Santo Domingo Tomaltepec	3386	1735	784	2253	349
20	Oaxaca	520	Santo Domingo Tonalá	7393	3826	1975	4448	970
20	Oaxaca	521	Santo Domingo Tonaltepec	250	133	58	140	52
20	Oaxaca	522	Santo Domingo Xagacía	1205	651	393	613	199
20	Oaxaca	523	Santo Domingo Yanhuitlán	1633	874	436	919	278
20	Oaxaca	524	Santo Domingo Yodohino	327	156	51	228	48
20	Oaxaca	525	Santo Domingo Zanatepec	12483	6333	3192	7682	1589
20	Oaxaca	526	Santos Reyes Nopala	16688	8791	5193	10287	1204
20	Oaxaca	527	Santos Reyes Pápalo	2490	1272	855	1404	231
20	Oaxaca	528	Santos Reyes Tepejillo	904	490	227	479	198
20	Oaxaca	529	Santos Reyes Yucuná	1474	743	549	847	78
20	Oaxaca	530	Santo Tomás Jalieza	3923	2065	1105	2493	325
20	Oaxaca	531	Santo Tomás Mazaltepec	2612	1349	680	1668	264
20	Oaxaca	532	Santo Tomás Ocotepec	4066	2209	1227	2276	563
20	Oaxaca	533	Santo Tomás Tamazulapan	2726	1418	772	1676	278
20	Oaxaca	534	San Vicente Coatlán	3512	1895	1106	2004	402
20	Oaxaca	535	San Vicente Lachixío	3227	1767	1094	1903	230
20	Oaxaca	536	San Vicente Nuñú	449	238	91	271	87
20	Oaxaca	537	Silacayoápam	6710	3483	1723	3836	1151
20	Oaxaca	538	Sitio de Xitlapehua	713	364	201	425	87
20	Oaxaca	539	Soledad Etla	6348	3271	1520	4304	524
20	Oaxaca	540	Villa de Tamazulápam del Progreso	8326	4570	2200	5380	746
20	Oaxaca	541	Tanetze de Zaragoza	1558	812	301	1008	249
20	Oaxaca	542	Taniche	887	474	212	545	130
20	Oaxaca	543	Tataltepec de Valdés	6386	3274	2016	3864	503
20	Oaxaca	544	Teococuilco de Marcos Pérez	1032	533	265	566	201
20	Oaxaca	545	Teotitlán de Flores Magón	10099	5313	2913	6289	897
20	Oaxaca	546	Teotitlán del Valle	6392	3355	1363	4173	856
20	Oaxaca	547	Teotongo	1005	548	254	566	185
20	Oaxaca	548	Tepelmeme Villa de Morelos	1960	1044	610	1068	282
20	Oaxaca	549	Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca	11465	6069	3021	6588	1856
20	Oaxaca	550	San Jerónimo Tlacochahuaya	5764	3052	1338	3752	674
20	Oaxaca	551	Tlacolula de Matamoros	30254	15869	8079	19868	2303
20	Oaxaca	552	Tlacotepec Plumas	410	212	90	222	98
20	Oaxaca	553	Tlalixtac de Cabrera	12067	6295	2975	8069	987
20	Oaxaca	554	Totontepec Villa de Morelos	5904	3063	1913	3329	662
20	Oaxaca	555	Trinidad Zaachila	3419	1812	827	2207	385
20	Oaxaca	556	La Trinidad Vista Hermosa	306	155	86	171	49
20	Oaxaca	557	Unión Hidalgo	14542	7465	3343	9378	1820
20	Oaxaca	558	Valerio Trujano	1376	736	305	878	193
20	Oaxaca	559	San Juan Bautista Valle Nacional	23067	12081	6329	14352	2386
20	Oaxaca	560	Villa Díaz Ordaz	6467	3503	1551	3988	901
20	Oaxaca	561	Yaxe	2954	1524	797	1912	245
20	Oaxaca	562	Magdalena Yodocono de Porfirio Díaz	1682	869	456	1058	168
20	Oaxaca	563	Yogana	1245	649	272	738	235
20	Oaxaca	564	Yutanduchi de Guerrero	1195	618	332	612	251
20	Oaxaca	565	Villa de Zaachila	46464	24301	13096	30501	2865
20	Oaxaca	566	San Mateo Yucutindoo	3144	1558	985	1830	329
20	Oaxaca	567	Zapotitlán Lagunas	3382	1745	1062	1867	452
20	Oaxaca	568	Zapotitlán Palmas	1695	930	478	969	248
20	Oaxaca	569	Santa Inés de Zaragoza	1454	760	416	686	352
20	Oaxaca	570	Zimatlán de Álvarez	22093	11663	5801	14056	2219
21	Puebla	001	Acajete	72894	37755	24084	44635	4128
21	Puebla	002	Acateno	9170	4584	2366	5762	1042
21	Puebla	003	Acatlán	37955	20119	10619	22977	4359
21	Puebla	004	Acatzingo	63743	32820	20903	39687	3119
21	Puebla	005	Acteopan	3070	1624	683	2049	338
21	Puebla	006	Ahuacatlán	14542	7690	4427	8737	1378
21	Puebla	007	Ahuatlán	3162	1605	973	1732	457
21	Puebla	008	Ahuazotepec	11439	5890	3393	7153	893
21	Puebla	009	Ahuehuetitla	2207	1154	624	1200	383
21	Puebla	010	Ajalpan	74768	38577	24632	46357	3774
21	Puebla	011	Albino Zertuche	1885	999	566	1081	238
21	Puebla	012	Aljojuca	6591	3491	1698	4153	740
21	Puebla	013	Altepexi	22629	11740	6557	14756	1316
21	Puebla	014	Amixtlán	4812	2542	1296	2929	587
21	Puebla	015	Amozoc	125876	64397	35307	84162	5873
21	Puebla	016	Aquixtla	9021	4513	2638	5535	848
21	Puebla	017	Atempan	29742	15463	9732	18449	1561
21	Puebla	018	Atexcal	3859	2018	1152	2211	480
21	Puebla	019	Atlixco	141793	74931	37069	91686	13030
21	Puebla	020	Atoyatempan	7704	3944	2388	4809	507
21	Puebla	021	Atzala	1512	783	425	963	124
21	Puebla	022	Atzitzihuacán	12857	6832	3735	7753	1369
21	Puebla	023	Atzitzintla	9051	4630	3032	5353	666
21	Puebla	024	Axutla	976	510	210	543	223
21	Puebla	025	Ayotoxco de Guerrero	8208	4240	2337	5162	709
21	Puebla	026	Calpan	15271	7934	4085	9580	1606
21	Puebla	027	Caltepec	4128	2205	1053	2340	735
21	Puebla	028	Camocuautla	2758	1391	827	1721	210
21	Puebla	029	Caxhuacan	3811	1995	1008	2310	493
21	Puebla	030	Coatepec	772	400	206	437	129
21	Puebla	031	Coatzingo	2820	1457	821	1626	373
21	Puebla	032	Cohetzala	1382	663	362	771	249
21	Puebla	033	Cohuecan	5403	2854	1560	3338	505
21	Puebla	034	Coronango	46836	23852	12833	31265	2610
21	Puebla	035	Coxcatlán	20653	10878	5644	13095	1914
21	Puebla	036	Coyomeapan	14806	7863	5374	8208	1224
21	Puebla	037	Coyotepec	2334	1235	525	1288	521
21	Puebla	038	Cuapiaxtla de Madero	10542	5346	3496	6551	495
21	Puebla	039	Cuautempan	9837	5178	2956	5969	911
21	Puebla	040	Cuautinchán	12340	6236	3899	7750	680
21	Puebla	041	Cuautlancingo	137435	70485	33722	96981	6396
21	Puebla	042	Cuayuca de Andrade	3315	1686	913	1857	545
21	Puebla	043	Cuetzalan del Progreso	49864	25715	14831	30525	4507
21	Puebla	044	Cuyoaco	17139	8913	5218	10526	1395
21	Puebla	045	Chalchicomula de Sesma	47410	24622	13221	30186	4001
21	Puebla	046	Chapulco	8193	4256	2661	5068	464
21	Puebla	047	Chiautla	21699	11027	5961	13267	2471
21	Puebla	048	Chiautzingo	22039	11543	6133	14156	1749
21	Puebla	049	Chiconcuautla	17382	8918	6050	10264	1065
21	Puebla	050	Chichiquila	26928	13625	9267	16110	1551
21	Puebla	051	Chietla	37030	19041	10032	22955	4040
21	Puebla	052	Chigmecatitlán	1215	679	237	765	213
21	Puebla	053	Chignahuapan	66464	34302	19689	41896	4858
21	Puebla	054	Chignautla	35223	18291	11389	22134	1696
21	Puebla	055	Chila	5082	2664	1418	2962	702
21	Puebla	056	Chila de la Sal	1317	682	321	724	272
21	Puebla	057	Honey	6687	3482	2157	3918	612
21	Puebla	058	Chilchotla	21002	10595	7539	12012	1418
21	Puebla	059	Chinantla	2846	1464	808	1577	461
21	Puebla	060	Domingo Arenas	7982	4150	2477	4999	506
21	Puebla	061	Eloxochitlán	14461	7391	4923	8604	934
21	Puebla	062	Epatlán	4943	2522	1428	2964	551
21	Puebla	063	Esperanza	14766	7675	4423	9142	1201
21	Puebla	064	Francisco Z. Mena	17824	8957	4674	11048	2102
21	Puebla	065	General Felipe Ángeles	22694	11712	7210	14077	1407
21	Puebla	066	Guadalupe	6451	3438	1731	3675	1045
21	Puebla	067	Guadalupe Victoria	18784	9575	5659	11716	1409
21	Puebla	068	Hermenegildo Galeana	7011	3633	2138	4067	806
21	Puebla	069	Huaquechula	29233	15433	8774	17561	2898
21	Puebla	070	Huatlatlauca	6111	3327	1564	3631	916
21	Puebla	071	Huauchinango	103946	55128	30000	66123	7802
21	Puebla	072	Huehuetla	17082	8709	5021	9933	2127
21	Puebla	073	Huehuetlán el Chico	9760	4968	2821	5878	1061
21	Puebla	074	Huejotzingo	90794	46719	25473	60288	4987
21	Puebla	075	Hueyapan	13080	6821	4249	8034	797
21	Puebla	076	Hueytamalco	27600	14003	7595	17514	2491
21	Puebla	077	Hueytlalpan	5951	3027	1685	3697	569
21	Puebla	078	Huitzilan de Serdán	15928	7836	5319	9601	1005
21	Puebla	079	Huitziltepec	5782	2985	1671	3651	460
21	Puebla	080	Atlequizayan	2633	1405	694	1531	408
21	Puebla	081	Ixcamilpa de Guerrero	4065	2117	1186	2310	569
21	Puebla	082	Ixcaquixtla	8804	4611	2490	5433	881
21	Puebla	083	Ixtacamaxtitlán	25319	12831	7564	14840	2909
21	Puebla	084	Ixtepec	6950	3580	2058	4184	707
21	Puebla	085	Izúcar de Matamoros	82809	43258	23146	51978	7669
21	Puebla	086	Jalpan	12050	6333	3591	7261	1198
21	Puebla	087	Jolalpan	13308	6890	3933	8002	1373
21	Puebla	088	Jonotla	4457	2285	1227	2653	577
21	Puebla	089	Jopala	12131	6314	3690	7131	1310
21	Puebla	090	Juan C. Bonilla	23783	12308	6755	15474	1465
21	Puebla	091	Juan Galindo	9828	5269	2559	6304	965
21	Puebla	092	Juan N. Méndez	5293	2738	1616	3060	617
21	Puebla	093	Lafragua	7650	3941	2277	4494	879
21	Puebla	094	Libres	37257	19160	11550	23082	2617
21	Puebla	095	La Magdalena Tlatlauquitepec	650	326	186	411	53
21	Puebla	096	Mazapiltepec de Juárez	3176	1619	927	2001	248
21	Puebla	097	Mixtla	2668	1398	760	1674	234
21	Puebla	098	Molcaxac	6668	3495	1897	4018	753
21	Puebla	099	Cañada Morelos	20659	10748	6469	12585	1605
21	Puebla	100	Naupan	9310	4990	2924	5433	953
21	Puebla	101	Nauzontla	3317	1774	856	2012	449
21	Puebla	102	Nealtican	14075	7260	4382	8844	849
21	Puebla	103	Nicolás Bravo	6644	3414	2030	4159	455
21	Puebla	104	Nopalucan	32772	16881	10598	20469	1703
21	Puebla	105	Ocotepec	5077	2644	1466	2968	643
21	Puebla	106	Ocoyucan	42669	22249	12500	27738	2357
21	Puebla	107	Olintla	11993	6158	3862	6685	1446
21	Puebla	108	Oriental	19903	10225	6119	12538	1246
21	Puebla	109	Pahuatlán	20274	10600	6463	11785	2026
21	Puebla	110	Palmar de Bravo	50226	25631	16424	30863	2938
21	Puebla	111	Pantepec	18528	9624	4981	11050	2477
21	Puebla	112	Petlalcingo	9350	4861	2576	5424	1350
21	Puebla	113	Piaxtla	4627	2365	1167	2594	866
21	Puebla	114	Puebla	1692181	882696	372742	1173783	144652
21	Puebla	115	Quecholac	57992	29625	19273	35537	3148
21	Puebla	116	Quimixtlán	22855	11753	8102	13164	1589
21	Puebla	117	Rafael Lara Grajales	15952	8327	4673	10278	1001
21	Puebla	118	Los Reyes de Juárez	30021	15415	9995	18342	1681
21	Puebla	119	San Andrés Cholula	154448	80176	31555	110896	9906
21	Puebla	120	San Antonio Cañada	5938	3147	1874	3680	384
21	Puebla	121	San Diego la Mesa Tochimiltzingo	1270	644	350	766	154
21	Puebla	122	San Felipe Teotlalcingo	11063	5714	3124	7030	908
21	Puebla	123	San Felipe Tepatlán	3793	1964	1140	2202	451
21	Puebla	124	San Gabriel Chilac	15954	8385	4376	10302	1275
21	Puebla	125	San Gregorio Atzompa	9671	4989	2432	6342	832
21	Puebla	126	San Jerónimo Tecuanipan	6597	3479	2048	4076	473
21	Puebla	127	San Jerónimo Xayacatlán	3606	1872	836	2085	685
21	Puebla	128	San José Chiapa	10443	5336	3314	6438	691
21	Puebla	129	San José Miahuatlán	14018	7298	3821	8971	1213
21	Puebla	130	San Juan Atenco	3604	1944	939	2158	507
21	Puebla	131	San Juan Atzompa	975	467	272	618	85
21	Puebla	132	San Martín Texmelucan	155738	80816	41012	103330	11333
21	Puebla	133	San Martín Totoltepec	692	334	174	435	83
21	Puebla	134	San Matías Tlalancaleca	20974	10756	5702	13561	1711
21	Puebla	135	San Miguel Ixitlán	526	272	109	276	141
