entidad	nom_ent	mun	nom_mun	pobtot	pobfem	pob0_14	pob15_64	pob65_mas
13	Hidalgo	016	Cuautepec de Hinojosa	60421	31555	16814	38652	4932
13	Hidalgo	017	Chapantongo	12967	6690	3328	8049	1590
13	Hidalgo	018	Chapulhuacán	22903	11641	6831	13690	2382
13	Hidalgo	019	Chilcuautla	18909	9719	4988	12146	1775
13	Hidalgo	020	Eloxochitlán	2593	1354	578	1520	495
13	Hidalgo	021	Emiliano Zapata	15175	7837	3752	9947	1475
13	Hidalgo	022	Epazoyucan	16285	8406	3869	10917	1494
13	Hidalgo	023	Francisco I. Madero	36248	18952	8654	24168	3423
13	Hidalgo	024	Huasca de Ocampo	17607	9288	5119	10860	1628
13	Hidalgo	025	Huautla	20673	10812	5248	11720	3705
13	Hidalgo	026	Huazalingo	12766	6571	3786	7588	1392
13	Hidalgo	027	Huehuetla	22846	11830	6528	13661	2657
13	Hidalgo	028	Huejutla de Reyes	126781	65460	37625	77907	11247
13	Hidalgo	029	Huichapan	47425	24645	12082	30672	4654
13	Hidalgo	030	Ixmiquilpan	98654	52214	26528	64587	7530
13	Hidalgo	031	Jacala de Ledezma	12290	6430	3026	7647	1617
13	Hidalgo	032	Jaltocán	10523	5385	2856	6412	1250
13	Hidalgo	033	Juárez Hidalgo	2895	1525	701	1718	476
13	Hidalgo	034	Lolotla	9474	4897	2741	5537	1196
13	Hidalgo	035	Metepec	13078	6893	3843	8251	984
13	Hidalgo	036	San Agustín Metzquititlán	9449	4867	2140	6086	1223
13	Hidalgo	037	Metztitlán	20962	10888	5074	13180	2708
13	Hidalgo	038	Mineral del Chico	8878	4577	2416	5665	794
13	Hidalgo	039	Mineral del Monte	14324	7507	3288	9752	1279
13	Hidalgo	040	La Misión	9819	5062	2599	5874	1346
13	Hidalgo	041	Mixquiahuala de Juárez	47222	24597	11520	31742	3942
13	Hidalgo	042	Molango de Escamilla	11578	5893	3059	6985	1534
13	Hidalgo	043	Nicolás Flores	6265	3229	1751	3710	804
13	Hidalgo	044	Nopala de Villagrán	16948	8711	4068	10618	2260
13	Hidalgo	045	Omitlán de Juárez	9295	4873	2481	6008	806
13	Hidalgo	046	San Felipe Orizatlán	38492	19764	11269	22882	4341
13	Hidalgo	047	Pacula	4748	2518	1236	2808	704
13	Hidalgo	048	Pachuca de Soto	314331	164772	64957	218928	28212
13	Hidalgo	049	Pisaflores	18723	9614	6653	10257	1813
13	Hidalgo	050	Progreso de Obregón	23641	12476	5631	15802	2205
13	Hidalgo	051	Mineral de la Reforma	202749	106490	46226	145508	10578
13	Hidalgo	052	San Agustín Tlaxiaca	38891	19941	9500	26148	3235
13	Hidalgo	053	San Bartolo Tutotepec	17699	8962	4882	10756	2061
13	Hidalgo	054	San Salvador	36796	18927	9289	24031	3476
13	Hidalgo	055	Santiago de Anaya	18329	9383	4799	11835	1695
13	Hidalgo	056	Santiago Tulantepec de Lugo Guerrero	39561	20915	10098	26576	2860
13	Hidalgo	057	Singuilucan	15142	7763	4112	9624	1406
13	Hidalgo	058	Tasquillo	17441	9295	4306	11217	1913
13	Hidalgo	059	Tecozautla	38010	19873	10209	24375	3420
13	Hidalgo	060	Tenango de Doria	17503	9108	5133	10600	1770
13	Hidalgo	061	Tepeapulco	56245	29305	12392	38015	5820
13	Hidalgo	062	Tepehuacán de Guerrero	31235	15667	10790	17872	2573
13	Hidalgo	063	Tepeji del Río de Ocampo	90546	46484	23195	60838	6478
13	Hidalgo	064	Tepetitlán	10830	5575	2572	7000	1258
13	Hidalgo	065	Tetepango	11768	6028	2901	7930	932
13	Hidalgo	066	Villa de Tezontepec	13032	6706	3335	8755	942
13	Hidalgo	067	Tezontepec de Aldama	55134	28045	14575	36480	4077
13	Hidalgo	068	Tianguistengo	14340	7322	4185	8417	1738
13	Hidalgo	069	Tizayuca	168302	86255	46159	113995	8081
13	Hidalgo	070	Tlahuelilpan	19067	9763	4816	12806	1439
13	Hidalgo	071	Tlahuiltepa	9086	4675	2312	5381	1393
13	Hidalgo	072	Tlanalapa	11113	5747	2483	7513	1117
13	Hidalgo	073	Tlanchinol	37722	19245	11867	22451	3402
13	Hidalgo	074	Tlaxcoapan	28626	14720	6912	19499	2210
13	Hidalgo	075	Tolcayuca	21362	11058	5529	14327	1504
13	Hidalgo	076	Tula de Allende	115107	59519	26838	78212	9974
13	Hidalgo	077	Tulancingo de Bravo	168369	88602	42768	112647	12867
13	Hidalgo	078	Xochiatipan	18260	9417	5632	10590	2038
13	Hidalgo	079	Xochicoatlán	7015	3561	1617	4279	1119
13	Hidalgo	080	Yahualica	24674	12614	7373	14611	2686
13	Hidalgo	081	Zacualtipán de Ángeles	38155	20018	10354	25037	2763
13	Hidalgo	082	Zapotlán de Juárez	21443	11101	5221	14391	1830
13	Hidalgo	083	Zempoala	57906	30000	13943	39589	4366
13	Hidalgo	084	Zimapán	39927	21028	10621	25312	3994
14	Jalisco	001	Acatic	23175	11792	6733	14458	1984
14	Jalisco	002	Acatlán de Juárez	25250	12006	7487	15866	1893
14	Jalisco	003	Ahualulco de Mercado	23630	11846	6004	15234	2368
14	Jalisco	004	Amacueca	5743	2967	1611	3488	644
14	Jalisco	005	Amatitán	16490	8306	4745	10546	1198
14	Jalisco	006	Ameca	60386	30822	14856	38559	6970
14	Jalisco	007	San Juanito de Escobedo	9433	4713	2578	5775	1080
14	Jalisco	008	Arandas	80609	41117	21867	52889	5853
14	Jalisco	009	El Arenal	21115	10770	6154	13473	1485
14	Jalisco	010	Atemajac de Brizuela	7758	3911	2529	4630	599
14	Jalisco	011	Atengo	5599	2766	1524	3300	775
14	Jalisco	012	Atenguillo	4176	2121	973	2578	625
14	Jalisco	013	Atotonilco el Alto	64009	32438	17840	40743	5425
14	Jalisco	014	Atoyac	8689	4475	2195	5366	1128
14	Jalisco	015	Autlán de Navarro	64931	33045	16486	42227	6188
14	Jalisco	016	Ayotlán	41552	21188	12547	25429	3572
14	Jalisco	017	Ayutla	12880	6466	3523	7703	1654
14	Jalisco	018	La Barca	67937	35086	18713	42583	6640
14	Jalisco	019	Bolaños	7043	3541	2805	3845	393
14	Jalisco	020	Cabo Corrientes	10940	5296	3111	6595	1234
14	Jalisco	021	Casimiro Castillo	20548	10354	5522	12742	2281
14	Jalisco	022	Cihuatlán	40139	20160	11392	25396	3351
14	Jalisco	023	Zapotlán el Grande	115141	58953	26691	78440	9989
14	Jalisco	024	Cocula	29267	14872	7630	18167	3470
14	Jalisco	025	Colotlán	19689	10207	4971	12730	1988
14	Jalisco	026	Concepción de Buenos Aires	6334	3136	1618	3980	732
14	Jalisco	027	Cuautitlán de García Barragán	18370	9023	5456	11065	1848
14	Jalisco	028	Cuautla	2166	1109	526	1293	347
14	Jalisco	029	Cuquío	17820	9165	4785	11003	2032
14	Jalisco	030	Chapala	55196	28381	13428	33253	8496
14	Jalisco	031	Chimaltitán	3270	1646	1122	1748	400
14	Jalisco	032	Chiquilistlán	5983	3008	1916	3490	577
14	Jalisco	033	Degollado	21226	10963	6084	12945	2197
14	Jalisco	034	Ejutla	1981	974	443	1158	380
14	Jalisco	035	Encarnación de Díaz	53039	27472	14969	33370	4700
14	Jalisco	036	Etzatlán	20011	10227	5453	12526	2032
14	Jalisco	037	El Grullo	25920	13294	6820	16409	2682
14	Jalisco	038	Guachinango	4199	2045	1043	2500	636
14	Jalisco	039	Guadalajara	1385629	718632	272081	940751	168417
14	Jalisco	040	Hostotipaquillo	8732	4364	2520	5291	921
14	Jalisco	041	Huejúcar	5920	3013	1418	3526	976
14	Jalisco	042	Huejuquilla el Alto	10015	5177	3120	5656	1239
14	Jalisco	043	La Huerta	23258	11632	6490	14220	2548
14	Jalisco	044	Ixtlahuacán de los Membrillos	67969	34547	20689	43982	3295
14	Jalisco	045	Ixtlahuacán del Río	20465	10489	5844	12421	2200
14	Jalisco	046	Jalostotitlán	32678	16666	9244	20494	2940
14	Jalisco	047	Jamay	24894	12430	6959	15734	2157
14	Jalisco	048	Jesús María	18982	10108	5310	11642	2030
14	Jalisco	049	Jilotlán de los Dolores	9425	4372	2613	5927	885
14	Jalisco	050	Jocotepec	47105	23876	13827	29069	4189
14	Jalisco	051	Juanacatlán	30855	15596	9832	19492	1526
14	Jalisco	052	Juchitlán	5534	2865	1569	3186	779
14	Jalisco	053	Lagos de Moreno	172403	88426	48900	111416	12049
14	Jalisco	054	El Limón	5368	2698	1145	3232	991
14	Jalisco	055	Magdalena	21781	11192	6441	13341	1999
14	Jalisco	056	Santa María del Oro	1815	901	405	1145	265
14	Jalisco	057	La Manzanilla de la Paz	4099	2097	996	2575	528
14	Jalisco	058	Mascota	14451	7412	3608	8903	1936
14	Jalisco	059	Mazamitla	14043	7283	3945	8823	1272
14	Jalisco	060	Mexticacán	5307	2860	1396	3107	804
14	Jalisco	061	Mezquitic	22083	11468	9454	11332	1296
14	Jalisco	062	Mixtlán	3638	1821	905	2215	518
14	Jalisco	063	Ocotlán	106050	54275	27855	69196	8991
14	Jalisco	064	Ojuelos de Jalisco	33588	17330	10713	20344	2530
14	Jalisco	065	Pihuamo	11386	5712	2925	6945	1516
14	Jalisco	066	Poncitlán	53659	27279	17605	32105	3890
14	Jalisco	067	Puerto Vallarta	291839	145652	72070	201344	18347
14	Jalisco	068	Villa Purificación	11303	5608	3159	6594	1550
14	Jalisco	069	Quitupan	7734	4057	1859	4598	1277
14	Jalisco	070	El Salto	232852	111162	65557	157211	9906
14	Jalisco	071	San Cristóbal de la Barranca	2924	1459	841	1732	351
14	Jalisco	072	San Diego de Alejandría	7609	3870	2289	4592	728
14	Jalisco	073	San Juan de los Lagos	72230	36502	20967	46105	5101
14	Jalisco	074	San Julián	16792	8741	4588	10554	1650
14	Jalisco	075	San Marcos	3791	1898	1028	2279	484
14	Jalisco	076	San Martín de Bolaños	3095	1585	937	1765	386
14	Jalisco	077	San Martín Hidalgo	28102	14301	6908	17421	3773
14	Jalisco	078	San Miguel el Alto	31965	16416	8847	20133	2985
14	Jalisco	079	Gómez Farías	16431	8353	4517	10545	1368
14	Jalisco	080	San Sebastián del Oeste	5086	2451	1292	3051	743
14	Jalisco	081	Santa María de los Ángeles	3515	1799	843	2067	605
14	Jalisco	082	Sayula	37186	19202	9946	23974	3266
14	Jalisco	083	Tala	87690	44173	24164	57324	6171
14	Jalisco	084	Talpa de Allende	14997	7503	3966	9242	1789
14	Jalisco	085	Tamazula de Gordiano	38955	19835	9664	24501	4790
14	Jalisco	086	Tapalpa	21245	10684	6815	13165	1265
14	Jalisco	087	Tecalitlán	16705	8449	4297	10360	2048
14	Jalisco	088	Tecolotlán	16603	8372	4280	10166	2157
14	Jalisco	089	Techaluta de Montenegro	4072	2061	1120	2473	479
14	Jalisco	090	Tenamaxtlán	7302	3728	1760	4478	1064
14	Jalisco	091	Teocaltiche	39839	20680	11092	24607	4091
14	Jalisco	092	Teocuitatlán de Corona	11039	5544	2554	6843	1641
14	Jalisco	093	Tepatitlán de Morelos	150190	76480	40338	98299	11496
14	Jalisco	094	Tequila	44353	22462	12765	28328	3257
14	Jalisco	095	Teuchitlán	9647	4938	2382	6127	1138
14	Jalisco	096	Tizapán el Alto	22758	11579	6495	13862	2373
14	Jalisco	097	Tlajomulco de Zúñiga	727750	367408	215808	485534	26105
14	Jalisco	098	San Pedro Tlaquepaque	687127	348283	175311	464129	43111
14	Jalisco	099	Tolimán	11219	5654	3370	6727	1122
14	Jalisco	100	Tomatlán	36316	17872	10557	22089	3628
14	Jalisco	101	Tonalá	569913	288218	152833	383947	28914
14	Jalisco	102	Tonaya	5961	3063	1373	3726	862
14	Jalisco	103	Tonila	7565	3796	1848	4793	924
14	Jalisco	104	Totatiche	4180	2065	1035	2398	747
14	Jalisco	105	Tototlán	23573	12011	6595	14723	2209
14	Jalisco	106	Tuxcacuesco	5482	2698	1536	3336	609
14	Jalisco	107	Tuxcueca	6702	3455	2024	3931	747
14	Jalisco	108	Tuxpan	37518	19166	9956	23844	3714
14	Jalisco	109	Unión de San Antonio	19069	9746	5467	11877	1725
14	Jalisco	110	Unión de Tula	13799	7115	3569	8355	1875
14	Jalisco	111	Valle de Guadalupe	6627	3358	1830	4124	673
14	Jalisco	112	Valle de Juárez	6151	3161	1543	3758	850
14	Jalisco	113	San Gabriel	16548	8351	4675	10141	1731
14	Jalisco	114	Villa Corona	19063	9573	5193	11847	2023
14	Jalisco	115	Villa Guerrero	5525	2763	1629	3121	775
14	Jalisco	116	Villa Hidalgo	20088	10418	5822	12587	1678
14	Jalisco	117	Cañadas de Obregón	4388	2197	1098	2616	674
14	Jalisco	118	Yahualica de González Gallo	22394	11681	5419	13894	3081
14	Jalisco	119	Zacoalco de Torres	30472	15110	8180	19062	3225
14	Jalisco	120	Zapopan	1476491	755899	328031	998273	113576
14	Jalisco	121	Zapotiltic	33713	17086	8521	21920	3262
14	Jalisco	122	Zapotitlán de Vadillo	7466	3692	2138	4474	854
14	Jalisco	123	Zapotlán del Rey	19279	9780	5359	12145	1775
14	Jalisco	124	Zapotlanejo	64806	32924	18415	41132	5257
14	Jalisco	125	San Ignacio Cerro Gordo	18341	9427	5555	11222	1536
15	México	001	Acambay de Ruíz Castañeda	67872	35255	20184	42380	5303
15	México	002	Acolman	171507	85279	40037	121609	9855
15	México	003	Aculco	49266	25177	14158	31552	3556
15	México	004	Almoloya de Alquisiras	15333	8052	4544	9518	1271
15	México	005	Almoloya de Juárez	174587	87457	49476	116125	8807
15	México	006	Almoloya del Río	12694	6544	3464	8332	898
15	México	007	Amanalco	23675	12141	7392	14804	1479
15	México	008	Amatepec	25244	12997	7280	14667	3297
15	México	009	Amecameca	53441	28001	12961	36069	4403
15	México	010	Apaxco	31898	16265	8292	21322	2273
15	México	011	Atenco	75489	38437	19676	51574	4237
15	México	012	Atizapán	12984	6697	3737	8531	716
15	México	013	Atizapán de Zaragoza	523674	270245	108453	364996	48829
15	México	014	Atlacomulco	109384	57166	31323	71722	6337
15	México	015	Atlautla	31900	16315	8680	20744	2438
15	México	016	Axapusco	29128	14841	7695	19059	2371
15	México	017	Ayapango	10053	5243	2623	6720	710
15	México	018	Calimaya	68489	35101	17757	46674	3878
15	México	019	Capulhuac	36921	19143	9702	24703	2516
15	México	020	Coacalco de Berriozábal	293444	152337	57241	210275	25878
15	México	021	Coatepec Harinas	38643	20083	12664	23517	2428
15	México	022	Cocotitlán	15107	7757	3716	10236	1151
15	México	023	Coyotepec	40885	20893	11040	27412	2432
15	México	024	Cuautitlán	178847	91181	39023	130676	9111
15	México	025	Chalco	400057	206928	105966	273649	20171
15	México	026	Chapa de Mota	31737	16213	9337	20237	2163
15	México	027	Chapultepec	12772	6607	3344	8691	722
15	México	028	Chiautla	30045	15377	7389	20550	2100
15	México	029	Chicoloapan	200750	103555	50130	139971	10608
15	México	030	Chiconcuac	27692	14144	7078	18804	1810
15	México	031	Chimalhuacán	705193	360622	192175	477452	35424
15	México	032	Donato Guerra	37436	19045	12748	22670	2014
15	México	033	Ecatepec de Morelos	1645352	846803	359605	1141183	143997
15	México	034	Ecatzingo	10827	5506	3282	6873	672
15	México	035	Huehuetoca	163244	83228	46062	111404	5736
15	México	036	Hueypoxtla	46757	23649	12594	30874	3289
15	México	037	Huixquilucan	284965	148499	63390	199155	22354
15	México	038	Isidro Fabela	11929	6112	3168	8013	748
15	México	039	Ixtapaluca	542211	279128	130642	383177	28089
15	México	040	Ixtapan de la Sal	36911	19235	10553	23555	2802
15	México	041	Ixtapan del Oro	6475	3260	2098	3862	515
15	México	042	Ixtlahuaca	160139	83364	44555	105038	10538
15	México	043	Xalatlaco	30687	15735	8712	20227	1742
15	México	044	Jaltenco	28217	14572	6632	19186	2384
15	México	045	Jilotepec	87671	44861	22893	58105	6663
15	México	046	Jilotzingo	19877	10158	5161	13367	1348
15	México	047	Jiquipilco	76826	40362	23270	48366	5190
15	México	048	Jocotitlán	69264	36019	18523	45685	5056
15	México	049	Joquicingo	15428	7885	4545	9783	1066
15	México	050	Juchitepec	27116	13973	7515	17814	1787
15	México	051	Lerma	170327	86359	43777	116034	10333
15	México	052	Malinalco	28155	14322	7959	17810	2383
15	México	053	Melchor Ocampo	61220	31313	15708	41739	3766
15	México	054	Metepec	242307	126310	50257	169627	22219
15	México	055	Mexicaltzingo	13807	7054	3565	9334	908
15	México	056	Morelos	33164	17194	10092	20352	2714
15	México	057	Naucalpan de Juárez	834434	431939	174053	575783	84358
15	México	058	Nezahualcóyotl	1077208	557286	216244	746322	114432
15	México	059	Nextlalpan	57082	29094	16559	38107	2402
15	México	060	Nicolás Romero	430601	220827	105196	298811	26523
15	México	061	Nopaltepec	10351	5261	2640	6803	908
15	México	062	Ocoyoacac	72103	36882	17807	49324	4970
15	México	063	Ocuilan	36223	18578	11173	22728	2319
15	México	064	El Oro	36937	19019	10574	23631	2732
15	México	065	Otumba	36331	18134	9251	24369	2711
15	México	066	Otzoloapan	4891	2494	1590	2859	442
15	México	067	Otzolotepec	88783	45336	24499	59632	4625
15	México	068	Ozumba	30785	16033	8275	20228	2277
15	México	069	Papalotla	4862	2524	1176	3327	359
15	México	070	La Paz	304088	155886	78613	207136	18271
15	México	071	Polotitlán	14985	7656	4019	9648	1318
15	México	072	Rayón	15972	8223	4240	10743	989
15	México	073	San Antonio la Isla	31962	16541	8653	21914	1389
15	México	074	San Felipe del Progreso	144924	75596	47372	89711	7837
15	México	075	San Martín de las Pirámides	29182	14914	7068	19889	2218
15	México	076	San Mateo Atenco	97418	49937	25639	65943	5566
15	México	077	San Simón de Guerrero	6692	3439	2060	4058	574
15	México	078	Santo Tomás	9729	4893	2907	6053	767
15	México	079	Soyaniquilpan de Juárez	14323	7220	3886	9317	1117
15	México	080	Sultepec	24145	12707	7750	14078	2317
15	México	081	Tecámac	547503	281983	131070	387413	28897
15	México	082	Tejupilco	79282	41274	25316	47650	6316
15	México	083	Temamatla	14130	7202	3976	9365	778
15	México	084	Temascalapa	43593	22219	11678	28766	3136
15	México	085	Temascalcingo	66414	34517	18912	41995	5501
15	México	086	Temascaltepec	35014	17825	11123	21395	2496
15	México	087	Temoaya	105766	54234	32162	68341	5247
15	México	088	Tenancingo	104677	53450	29697	67918	7029
15	México	089	Tenango del Aire	11359	5807	2925	7584	850
15	México	090	Tenango del Valle	90518	46028	25699	59107	5708
15	México	091	Teoloyucan	65459	33520	17125	43923	4387
15	México	092	Teotihuacán	58507	30312	14316	39776	4408
15	México	093	Tepetlaoxtoc	32564	16658	8496	21739	2322
15	México	094	Tepetlixpa	20500	10554	5378	13550	1569
15	México	095	Tepotzotlán	103696	52988	25016	71521	7153
15	México	096	Tequixquiac	39489	20160	9920	26866	2703
15	México	097	Texcaltitlán	18482	9537	6077	11086	1319
15	México	098	Texcalyacac	5736	2915	1499	3856	381
15	México	099	Texcoco	277562	142622	64717	191559	21235
15	México	100	Tezoyuca	47044	23807	11955	32418	2647
15	México	101	Tianguistenco	84259	43412	23096	55845	5282
15	México	102	Timilpan	16414	8553	4259	10638	1516
15	México	103	Tlalmanalco	49196	25622	11401	33405	4387
15	México	104	Tlalnepantla de Baz	672202	345185	125833	468570	76655
15	México	105	Tlatlaya	31762	16136	9344	18445	3973
15	México	106	Toluca	910608	471435	217759	628235	63771
15	México	107	Tonatico	12912	6677	3265	8257	1390
15	México	108	Tultepec	157645	80513	38208	110627	8692
15	México	109	Tultitlán	516341	264703	114503	363205	38303
15	México	110	Valle de Bravo	61590	31514	17040	40477	4073
15	México	111	Villa de Allende	53275	27381	17284	33042	2949
15	México	112	Villa del Carbón	51498	25931	15282	32910	3298
15	México	113	Villa Guerrero	69086	35227	22135	43112	3839
15	México	114	Villa Victoria	108196	55057	36461	66341	5380
15	México	115	Xonacatlán	54633	27875	14689	36639	3294
15	México	116	Zacazonapan	5109	2533	1651	3092	366
15	México	117	Zacualpan	13522	7066	4082	8103	1337
15	México	118	Zinacantepec	203872	104366	54315	138333	11046
15	México	119	Zumpahuacán	18833	9745	6158	11291	1383
15	México	120	Zumpango	280455	143484	77649	189444	13307
15	México	121	Cuautitlán Izcalli	555163	286207	112992	391024	50945
15	México	122	Valle de Chalco Solidaridad	391731	201057	104469	263804	23328
15	México	123	Luvianos	28822	14735	9413	16541	2868
15	México	124	San José del Rincón	100082	51049	34662	60219	5199
15	México	125	Tonanitla	14883	7630	3973	10125	785
16	Michoacán	001	Acuitzio	11301	5808	3123	7062	1115
16	Michoacán	002	Aguililla	14754	7419	4463	8256	1688
16	Michoacán	003	Álvaro Obregón	23000	11776	6620	14119	2244
16	Michoacán	004	Angamacutiro	14943	7748	3789	9152	2002
16	Michoacán	005	Angangueo	10892	5618	3317	6600	975
16	Michoacán	006	Apatzingán	126191	64038	37128	79530	9516
16	Michoacán	007	Aporo	3529	1862	1039	2178	312
16	Michoacán	008	Aquila	24676	12247	8678	13937	2047
16	Michoacán	009	Ario	36268	18436	10759	22187	3080
16	Michoacán	010	Arteaga	20332	10274	5831	12372	2117
16	Michoacán	011	Briseñas	11681	6011	3301	7177	1203
16	Michoacán	012	Buenavista	45538	22531	13789	28286	3461
16	Michoacán	013	Carácuaro	9176	4565	3033	5115	1028
16	Michoacán	014	Coahuayana	17022	8298	5137	10366	1519
16	Michoacán	015	Coalcomán de Vázquez Pallares	19633	9843	5899	11741	1898
16	Michoacán	016	Coeneo	20965	11042	5023	12602	3340
16	Michoacán	017	Contepec	35070	18126	11041	21023	3006
16	Michoacán	018	Copándaro	9484	4891	2579	5899	1006
16	Michoacán	019	Cotija	20198	10418	5469	12315	2414
16	Michoacán	020	Cuitzeo	29910	15606	8066	18658	3186
16	Michoacán	021	Charapan	13539	7103	3883	8379	1277
16	Michoacán	022	Charo	25138	11516	6335	16601	2202
16	Michoacán	023	Chavinda	10417	5349	2637	6391	1389
16	Michoacán	024	Cherán	20586	10633	6514	12370	1666
16	Michoacán	025	Chilchota	40560	20897	11883	25639	3008
16	Michoacán	026	Chinicuila	4773	2289	1489	2774	510
16	Michoacán	027	Chucándiro	4944	2557	1080	2999	865
16	Michoacán	028	Churintzio	5233	2706	1137	3094	1002
16	Michoacán	029	Churumuco	12342	6328	3939	7119	1282
16	Michoacán	030	Ecuandureo	11850	6299	2547	7281	2022
16	Michoacán	031	Epitacio Huerta	16112	8343	4838	9481	1793
16	Michoacán	032	Erongarícuaro	15715	8085	4386	9446	1883
16	Michoacán	033	Gabriel Zamora	21466	10875	6236	13327	1901
16	Michoacán	034	Hidalgo	125712	65098	36366	79489	9855
16	Michoacán	035	La Huacana	30627	15454	9401	18012	3206
16	Michoacán	036	Huandacareo	11644	6070	2868	7116	1654
16	Michoacán	037	Huaniqueo	7945	4207	1678	4714	1549
16	Michoacán	038	Huetamo	41973	21309	11220	25586	5146
16	Michoacán	039	Huiramba	9015	4671	2815	5510	690
16	Michoacán	040	Indaparapeo	18385	9387	5145	11546	1694
16	Michoacán	041	Irimbo	16043	8372	4714	10015	1314
16	Michoacán	042	Ixtlán	14302	7285	3873	8598	1831
16	Michoacán	043	Jacona	68781	35442	19966	43522	5281
16	Michoacán	044	Jiménez	12946	6665	3013	7858	2075
16	Michoacán	045	Jiquilpan	36158	18922	8979	22803	4376
16	Michoacán	046	Juárez	14936	7620	4409	9143	1384
16	Michoacán	047	Jungapeo	19834	10002	6107	11955	1772
16	Michoacán	048	Lagunillas	5745	2932	1620	3510	615
16	Michoacán	049	Madero	19086	9457	6331	11194	1560
16	Michoacán	050	Maravatío	89311	46120	26934	55334	7038
16	Michoacán	051	Marcos Castellanos	13983	7241	3605	8869	1509
16	Michoacán	052	Lázaro Cárdenas	196003	98519	53153	130606	12201
16	Michoacán	053	Morelia	849053	441924	197158	576091	74024
16	Michoacán	054	Morelos	7983	4196	1905	4773	1305
16	Michoacán	055	Múgica	45732	23329	13945	28006	3695
16	Michoacán	056	Nahuatzen	32598	16636	10171	19690	2709
16	Michoacán	057	Nocupétaro	8196	4165	2791	4501	904
16	Michoacán	058	Nuevo Parangaricutiro	20981	10668	6347	13282	1335
16	Michoacán	059	Nuevo Urecho	9027	4471	2578	5556	893
16	Michoacán	060	Numarán	9437	4841	2418	5918	1100
16	Michoacán	061	Ocampo	24774	12572	8634	14628	1483
16	Michoacán	062	Pajacuarán	21028	10818	6376	12483	2169
16	Michoacán	063	Panindícuaro	14889	7713	3754	9021	2113
16	Michoacán	064	Parácuaro	26832	13360	8247	16417	2168
16	Michoacán	065	Paracho	39657	20402	11502	24842	3313
16	Michoacán	066	Pátzcuaro	98382	51162	28078	61837	8406
16	Michoacán	067	Penjamillo	16621	8761	4045	10168	2405
16	Michoacán	068	Peribán	29389	14616	8777	18712	1900
16	Michoacán	069	La Piedad	106490	55009	27364	69415	9706
16	Michoacán	070	Purépero	15503	7910	3685	9910	1908
16	Michoacán	071	Puruándiro	69260	35949	18493	43056	7711
16	Michoacán	072	Queréndaro	13961	7151	3759	8720	1482
16	Michoacán	073	Quiroga	27176	14253	7341	17136	2699
16	Michoacán	074	Cojumatlán de Régules	10553	5232	2870	6452	1231
16	Michoacán	075	Los Reyes	78935	40177	22783	50307	5804
16	Michoacán	076	Sahuayo	78477	40580	20789	50923	6764
16	Michoacán	077	San Lucas	17677	8927	4812	10444	2421
16	Michoacán	078	Santa Ana Maya	12812	6695	2988	8012	1812
16	Michoacán	079	Salvador Escalante	49896	25494	15174	30932	3790
16	Michoacán	080	Senguio	19833	10408	6276	11877	1680
16	Michoacán	081	Susupuato	9076	4617	2891	5322	863
16	Michoacán	082	Tacámbaro	79540	40574	24815	48899	5808
16	Michoacán	083	Tancítaro	33453	16717	10719	20491	2191
16	Michoacán	084	Tangamandapio	31716	16230	9688	19612	2416
16	Michoacán	085	Tangancícuaro	35256	18074	9805	21524	3910
16	Michoacán	086	Tanhuato	15534	8031	4128	9701	1705
16	Michoacán	087	Taretan	15589	7913	4453	9652	1472
16	Michoacán	088	Tarímbaro	114513	58764	31300	76859	6332
16	Michoacán	089	Tepalcatepec	24074	12064	6498	15175	2397
16	Michoacán	090	Tingambato	16325	8389	4926	10182	1217
16	Michoacán	091	Tingüindín	14934	7759	3965	9382	1586
16	Michoacán	092	Tiquicheo de Nicolás Romero	12836	6544	4023	7388	1416
16	Michoacán	093	Tlalpujahua	28556	15143	8783	17472	2301
16	Michoacán	094	Tlazazalca	6420	3308	1480	3768	1172
16	Michoacán	095	Tocumbo	12325	6250	3121	7706	1498
16	Michoacán	096	Tumbiscatío	5971	2958	1766	3534	668
16	Michoacán	097	Turicato	29056	14913	9289	16959	2806
16	Michoacán	098	Tuxpan	25757	13264	7231	16229	2297
16	Michoacán	099	Tuzantla	14329	7285	4363	8281	1681
16	Michoacán	100	Tzintzuntzan	14911	7778	4196	9103	1612
16	Michoacán	101	Tzitzio	8855	4428	2870	5025	956
16	Michoacán	102	Uruapan	356786	184476	96883	231365	28292
16	Michoacán	103	Venustiano Carranza	23469	12228	6346	14244	2879
16	Michoacán	104	Villamar	15864	8233	3901	9526	2437
16	Michoacán	105	Vista Hermosa	20982	10623	5871	12981	2130
16	Michoacán	106	Yurécuaro	32303	16632	9186	20377	2709
16	Michoacán	107	Zacapu	76829	39943	19636	49002	8170
16	Michoacán	108	Zamora	204860	106041	55184	132424	17190
16	Michoacán	109	Zináparo	3232	1679	630	1994	608
16	Michoacán	110	Zinapécuaro	49005	25345	13351	30231	5412
16	Michoacán	111	Ziracuaretiro	18402	9341	5863	11257	1282
16	Michoacán	112	Zitácuaro	157056	81603	44219	100505	12293
16	Michoacán	113	José Sixto Verduzco	26213	13629	6699	16002	3512
17	Morelos	001	Amacuzac	17598	9149	4676	11027	1895
17	Morelos	002	Atlatlahucan	25232	12966	6573	16044	2609
17	Morelos	003	Axochiapan	39174	19886	11094	24829	3244
17	Morelos	004	Ayala	89834	46292	23737	58336	7747
